,0
hydrophobic_fitness,1.1253025085209183
aggrescan3d_avg_value,1.0850330223105948
budeff_steric,0.9069373675096853
aggrescan3d_min_value,0.8760403623948118
rosetta_lk_ball_wtd,0.8000028811181021
evoef2_intraR_total,0.7952529859534027
aggrescan3d_max_value,0.7783663406553482
rosetta_fa_intra_sol_xover4,0.768902720768593
rosetta_hbond_sr_bb,0.7469551074359482
rosetta_fa_sol,0.7401242309657192
rosetta_fa_elec,0.7235803854720763
rosetta_fa_dun,0.7107622957281217
budeff_charge,0.6925177632198003
rosetta_hbond_sc,0.6920926188219108
budeff_total,0.6891330190827456
rosetta_fa_atr,0.6593498362601361
packing_density,0.6492544307756007
rosetta_hbond_lr_bb,0.6481389824326435
rosetta_hbond_bb_sc,0.6474605338833302
budeff_desolvation,0.641436168458896
isoelectric_point,0.6269600983167998
