hydrophobic_fitness,isoelectric_point,packing_density,budeff_total,budeff_steric,budeff_desolvation,budeff_charge,evoef2_intraR_total,rosetta_fa_atr,rosetta_fa_elec,rosetta_fa_sol,rosetta_lk_ball_wtd,rosetta_fa_intra_sol_xover4,rosetta_hbond_lr_bb,rosetta_hbond_sr_bb,rosetta_hbond_bb_sc,rosetta_hbond_sc,rosetta_fa_dun,aggrescan3d_avg_value,aggrescan3d_min_value,aggrescan3d_max_value
1.0,0.10807896388528704,-0.0633456623178446,-0.038871445713123315,-0.13911778527273921,0.06008781751841048,-0.14797656432747813,-0.06794588095809427,0.06907120677507272,0.03326137771302195,0.14125820212717796,-0.1843644288026281,-0.16804989111031154,0.3460730140437241,-0.28195427440621057,0.26098089440625205,0.12429990782034012,0.2339377661592712,0.2774614849348124,-0.247287586563191,0.4355211320437316
0.10807896388528704,1.0,-0.15283846087565078,0.04542836348806768,-0.20235863340363786,0.09645609063684743,-0.004794092203493628,-0.046960348550081785,0.1015432431625046,0.1060524575494358,-0.033368376635935906,-0.11491056480065162,-0.21323274913140675,0.18832413476852627,-0.13139783227968127,0.22491716388438163,0.20141613565956204,0.027011402394925197,0.1501463434432749,0.008963588311663174,0.1746923831646862
-0.0633456623178446,-0.15283846087565078,1.0,-0.7870029338187976,0.4463713467063844,-0.9521345366939181,-0.34206624517013634,-0.3702230934126868,-0.9635343967017075,-0.6477089559377694,0.5553901589563995,0.16373963475086986,0.2585757203257805,-0.33386615786483076,-0.007011210372510014,-0.605784090561636,-0.5528972511152095,-0.6051882094688276,0.17280766609938353,0.20582002674349056,-0.15884678552788453
-0.038871445713123315,0.045428363488067676,-0.7870029338187976,1.0,-0.11161874041945381,0.8281424823708858,0.7917091476316934,0.7182216929154033,0.8886937868759608,0.8098020213962994,-0.802861700436973,0.15658366065783677,-0.3129882164868568,-0.15220008686588007,0.5130453108496882,0.24590763350379183,0.3835875665518016,0.5009241797341595,-0.11994275611726844,-0.08823845513706856,0.11848486411244855
-0.13911778527273921,-0.20235863340363786,0.44637134670638445,-0.11161874041945383,1.0,-0.4018756613606395,0.1467750829847545,0.22975714137190373,-0.37425601951722176,-0.1681378099908051,0.10602823752282066,0.43412764759493344,0.28720474961713055,-0.4672741167493188,0.44202529233651655,-0.6364181442733411,-0.5634584455235097,-0.1041502355332229,0.003693766340235532,0.12076168589255995,-0.04925583652453408
0.060087817518410476,0.09645609063684743,-0.9521345366939181,0.8281424823708858,-0.40187566136063946,1.0,0.3533026360627484,0.3553243388523474,0.9621676205878281,0.6251697243685999,-0.5524598123518086,-0.11342174538820736,-0.3492859317283897,0.2980446713450606,0.030145017554476555,0.5503373006632376,0.5222691940665565,0.502395099807317,-0.13022152663346376,-0.15400601482654327,0.14987058247177895
-0.14797656432747813,-0.004794092203493628,-0.34206624517013634,0.7917091476316934,0.1467750829847545,0.3533026360627484,1.0,0.8418552750444459,0.49164563213408524,0.741981610722326,-0.8213137204457657,0.3613156102641723,-0.1965282277088589,-0.5808075246211861,0.8531528816891466,-0.13160788391511263,0.13409768721317314,0.30845631828901227,-0.06826740775164933,0.005795912111970448,0.029429718923878072
-0.06794588095809427,-0.04696034855008179,-0.3702230934126868,0.7182216929154034,0.22975714137190373,0.3553243388523474,0.8418552750444459,1.0,0.48739685716432496,0.6743735303677102,-0.6936238047922337,0.3724614535799693,-0.016771195047068158,-0.45458745544241663,0.7792695475509489,-0.14039252546246717,0.007996294611602036,0.5605871745150922,-0.20981568888505656,-0.1410894032208611,0.03006046202250681
0.06907120677507272,0.1015432431625046,-0.9635343967017075,0.8886937868759608,-0.37425601951722176,0.9621676205878281,0.49164563213408524,0.48739685716432496,1.0,0.7275937755933599,-0.6769477851752964,-0.044220513417600193,-0.3517843331907461,0.1892452629330616,0.16418250220900585,0.5317496663527366,0.5392589811456696,0.5846407293894588,-0.12377840791236991,-0.1819863431872988,0.18368054398145475
0.03326137771302195,0.1060524575494358,-0.6477089559377694,0.8098020213962994,-0.1681378099908051,0.6251697243685999,0.741981610722326,0.6743735303677102,0.7275937755933599,1.0,-0.8459196375811191,-0.033236602699048094,-0.3411282074829071,-0.008632713515760452,0.42640036400894676,0.2550954819998889,0.46655067223122004,0.48987213521995787,-0.006188284771666296,-0.09822887744317149,0.1703756443075065
0.14125820212717796,-0.033368376635935906,0.5553901589563995,-0.802861700436973,0.10602823752282066,-0.5524598123518086,-0.8213137204457657,-0.6936238047922337,-0.6769477851752964,-0.8459196375811191,1.0,-0.26390996664676314,0.4423524126799445,0.28283614840045407,-0.5961516364522363,-0.1675437686002165,-0.36081814322890204,-0.31662593688322693,0.006986804852475736,0.000781957689794498,-0.07499360388873903
-0.18436442880262813,-0.11491056480065162,0.16373963475086986,0.15658366065783677,0.43412764759493344,-0.11342174538820736,0.3613156102641723,0.37246145357996924,-0.044220513417600193,-0.033236602699048094,-0.26390996664676314,1.0,-0.08878140415167113,-0.5994986532775715,0.53259672615596,-0.3669088750894399,-0.3602754589527983,-0.04995565604686429,-0.0005571968186316715,0.07480439927790197,-0.08650192450587695
