,0
isoelectric_point,0.1786221892968303
rosetta_hbond_sr_bb,0.16285075643731997
aggrescan3d_max_value,0.13164263540948948
packing_density,0.13119102764494545
budeff_desolvation,0.13011005115446309
rosetta_hbond_sc,0.12286613976772104
rosetta_fa_atr,0.12064603251497868
rosetta_hbond_lr_bb,0.12019321131096827
budeff_total,0.11790455895277525
budeff_charge,0.10952239642882915
rosetta_hbond_bb_sc,0.10391713823408309
rosetta_fa_elec,0.09404384346996852
rosetta_fa_sol,0.09167778149287945
evoef2_intraR_total,0.08773261175873062
aggrescan3d_min_value,0.07089031828900666
rosetta_fa_dun,0.06841618912145853
rosetta_fa_intra_sol_xover4,0.05483171738966248
rosetta_lk_ball_wtd,0.0463208351713954
aggrescan3d_avg_value,0.04171972035542518
hydrophobic_fitness,0.031118767427351233
budeff_steric,0.026440609493798933
