subcellular_location,count
"Cell membrane:Lateral cell membrane:Apical cell membrane:Basal cell membrane:Cell junction:Cell junction, adherens junction:Secreted:Secreted:Secreted:Cell membrane:Cell membrane:Cell membrane:Cell membrane:Cytoplasmic vesicle, secretory vesicle membrane:Lateral cell membrane:Apical cell membrane:Basal cell membrane:Cell junction:Cell junction, adherens junction:Cell projection, microvillus membrane:Apical cell membrane",1
Lysosome membrane:Endosome membrane:Cell membrane,1
Lysosome membrane:Endosome membrane:Cell membrane:Secreted,1
"Lysosome membrane:Endosome membrane:Cytoplasmic vesicle, autophagosome membrane:Cell membrane",1
Cell membrane:Late endosome membrane:Lysosome membrane:Recycling endosome membrane,1
"Lysosome membrane:Endosome membrane:Endomembrane system:Cell membrane:Lysosome membrane:Cytoplasm, cytosol",1
Cell membrane:Golgi apparatus:Secreted:Secreted,1
Lysosome membrane:Late endosome membrane:Cell membrane:Early endosome membrane:Early endosome membrane:Late endosome membrane:Cell membrane,1
Lysosome membrane:Late endosome membrane:Early endosome membrane:Cell membrane:Zymogen granule membrane,1
Lysosome membrane:Late endosome membrane:Early endosome membrane:Midbody:Cell membrane:Zymogen granule membrane,1
Lipid droplet:Microsome membrane,1
Lipid droplet:Membrane:Peroxisome,1
"Lipid droplet:Endoplasmic reticulum:Membrane:Microsome:Cytoplasm, cytosol",1
Late endosome:Membrane,1
"Cell membrane:Membrane raft:Membrane, caveola:Golgi apparatus membrane:Mitochondrion:Secreted, extracellular exosome",1
"Late endosome membrane:Lysosome membrane:Cytoplasm, cytoskeleton, spindle:Early endosome membrane",1
"Late endosome membrane:Lysosome membrane:Cytoplasmic vesicle, autophagosome",1
"Late endosome membrane:Lysosome membrane:Cytoplasmic vesicle, autophagosome membrane:Lipid droplet:Cytoplasmic vesicle",1
Cell membrane:Membrane raft:Golgi apparatus membrane:Late endosome membrane,1
Cell membrane:Membrane raft:Endosome membrane,1
Cell membrane:Membrane raft:Endoplasmic reticulum membrane,1
"Cell membrane:Membrane raft:Cytoplasm, cytosol",1
"Cell membrane:Membrane raft:Cell projection, neuron projection:Perikaryon",1
Late endosome membrane:Nucleus envelope,1
"Late endosome:Cell membrane:Cytoplasm, cytosol",1
Late endosome:Lysosome:Cell membrane:Secreted,1
Late endosome:Vacuole membrane,1
Lipid droplet:Endoplasmic reticulum:Lipid droplet,1
Cell membrane:Membrane raft:Cell membrane,1
Cell membrane:Melanosome:Secreted,1
Cell membrane:Melanosome:Photoreceptor inner segment,1
Lipid droplet:Cell membrane,1
Cell membrane:Melanosome:Membrane,1
Lipid droplet:Cell membrane:Peroxisome membrane:Peroxisome,1
Lipid droplet:Cytoplasm:Endoplasmic reticulum:Golgi apparatus,1
"Cell membrane:Melanosome:Cytoplasmic vesicle, phagosome:Cytoplasmic vesicle, phagosome membrane:Melanosome membrane",1
Lipid droplet:Cytoplasm:Vacuole:Endoplasmic reticulum:Golgi apparatus:Mitochondrion outer membrane,1
Cell membrane:Melanosome:Cytoplasm:Nucleus,1
Lipid droplet:Endoplasmic reticulum membrane:Golgi apparatus membrane,1
Lipid droplet:Endoplasmic reticulum:Cytoplasm,1
"Golgi apparatus, trans-Golgi network:Secreted, extracellular space, extracellular matrix:Secreted:Secreted",1
"Golgi apparatus, trans-Golgi network:Recycling endosome:Prevacuolar compartment",1
Cell membrane:Golgi apparatus:Nucleus membrane,1
"Golgi apparatus, cis-Golgi network membrane:Cytoplasm, cytoskeleton:Endoplasmic reticulum-Golgi intermediate compartment membrane",1
"Golgi apparatus membrane:Perikaryon:Cell projection, axon:Secreted:Synaptic cleft",1
Golgi apparatus membrane:Perikaryon:Secreted,1
Golgi apparatus membrane:Peroxisome membrane,1
Cell membrane:Nucleus:Cytoplasm:Cytoplasm:Cell membrane:Cell junction,1
Golgi apparatus membrane:Presynaptic cell membrane,1
Golgi apparatus membrane:Prevacuolar compartment membrane,1
"Cell membrane:Nucleus:Cytoplasm:Cytoplasm, Stress granule:Inflammasome:Cell projection, lamellipodium:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",1
"Cell membrane:Nucleus:Cytoplasm:Cytoplasm, Stress granule:Inflammasome:Cell projection, lamellipodium",1
Golgi apparatus membrane:Secreted:Secreted:Secreted:Secreted,1
"Cell membrane:Nucleus:Cytoplasm, perinuclear region",1
Golgi apparatus membrane:Synapse:Perikaryon,1
"Cell membrane:Nucleus:Cytoplasm, cytosol:Cytoplasmic vesicle:Cell membrane:Cell membrane",1
"Cell membrane:Nucleus:Cytoplasm, cytoskeleton",1
"Golgi apparatus, Golgi stack membrane:Cytoplasmic vesicle, COPII-coated vesicle membrane:Cytoplasmic vesicle, secretory vesicle membrane:Golgi apparatus, trans-Golgi network membrane:Endoplasmic reticulum membrane:Cell membrane:Apical cell membrane",1
"Cell membrane:Nucleus:Cytoplasm, cell cortex",1
"Cell membrane:Nucleus:Cell membrane:Secreted, cell wall",1
"Cell membrane:Nucleus:Cell junction, tight junction",1
"Cell membrane:Nucleus, nucleoplasm:Cytoplasm:Cytoplasm, cytoskeleton, spindle",1
"Golgi apparatus, Golgi stack membrane:Golgi apparatus, trans-Golgi network membrane:Cytoplasm:Synapse:Perikaryon",1
"Golgi apparatus, Golgi stack membrane:Golgi apparatus:Secreted",1
Cell membrane:Nucleus membrane:Vacuole membrane,1
"Golgi apparatus, Golgi stack:Cytoplasm, cytoskeleton",1
"Golgi apparatus, Golgi stack:Cytoplasm:Nucleus",1
"Golgi apparatus, Golgi stack:Endoplasmic reticulum",1
Cell membrane:Nucleus membrane:Endomembrane system,1
"Golgi apparatus, Golgi stack:Golgi apparatus, trans-Golgi network:Nucleus:Cytoplasm:Cytoplasmic vesicle",1
"Golgi apparatus, Golgi stack:Golgi apparatus:Endoplasmic reticulum:Lipid droplet:Preautophagosomal structure:Mitochondrion",1
Golgi apparatus membrane:Nucleus outer membrane:Endoplasmic reticulum membrane:Vacuole membrane,1
Golgi apparatus membrane:Nucleus,1
"Golgi apparatus membrane:Midbody:Golgi apparatus membrane:Midbody:Cytoplasm:Nucleus, nucleolus",1
"Cell membrane:Perikaryon:Cell projection, dendrite:Cell projection, axon:Postsynaptic cell membrane:Synapse:Synapse, synaptosome:Membrane:Lateral cell membrane:Cell membrane, sarcolemma",1
"Cell membrane:Perikaryon:Cell projection:Synapse:Cytoplasmic vesicle, secretory vesicle, synaptic vesicle",1
Cell membrane:Perikaryon:Cell projection:Cytoplasmic vesicle:Lysosome:Cell membrane:Cell membrane:Cell membrane,1
"Cell membrane:Perikaryon:Cell projection:Cell projection, axon:Perikaryon:Cell projection:Secreted",1
Golgi apparatus membrane:Early endosome:Late endosome:Lysosome lumen,1
"Golgi apparatus membrane:Endomembrane system:Cytoplasm, cytoskeleton",1
Golgi apparatus membrane:Endoplasmic reticulum membrane:Endoplasmic reticulum membrane,1
"Cell membrane:Perikaryon:Cell projection, dendrite:Cell projection, dendritic spine:Cell membrane, sarcolemma:Cytoplasm, sarcoplasm:Cell junction:Mitochondrion outer membrane:Endoplasmic reticulum membrane:Cytoplasm, perinuclear region",1
Golgi apparatus membrane:Endoplasmic reticulum membrane:Nucleus membrane,1
"Cell membrane:Perikaryon:Cell projection, dendrite:Cell projection, dendritic spine:Cell membrane, sarcolemma:Cytoplasm, sarcoplasm:Cell junction:Mitochondrion outer membrane:Cytoplasm, perinuclear region:Endoplasmic reticulum membrane:Cell membrane:Cell membrane",1
"Cell membrane:Perikaryon:Cell projection, dendrite:Cell projection, dendritic spine:Cell membrane, sarcolemma:Cytoplasm, sarcoplasm:Cell junction:Mitochondrion outer membrane:Cytoplasm, perinuclear region:Endoplasmic reticulum membrane",1
Golgi apparatus membrane:Endosome membrane:Cytoplasm,1
Golgi apparatus membrane:Golgi apparatus,1
"Cell membrane:Perikaryon:Cell projection, dendrite:Cell projection, axon:Cell projection, cilium",1
"Cell membrane:Nucleus:Endosome:Cell junction, adherens junction:Cytoplasmic vesicle membrane:Cytoplasmic vesicle, clathrin-coated vesicle:Membrane, clathrin-coated pit:Cytoplasm, perinuclear region:Cytoplasm, cytosol",1
"Golgi apparatus membrane:Golgi apparatus, Golgi stack membrane:Membrane:Secreted",1
"Cell membrane:Perikaryon:Cell projection, cilium",1
"Cell membrane:Perikaryon:Cell projection, axon:Synapse:Cytoplasm",1
"Golgi apparatus membrane:Golgi apparatus, trans-Golgi network",1
"Golgi apparatus membrane:Golgi apparatus, trans-Golgi network membrane:Cell membrane",1
"Golgi apparatus membrane:Golgi apparatus, trans-Golgi network membrane:Cytoplasmic vesicle, secretory vesicle, acrosome",1
"Golgi apparatus membrane:Golgi apparatus, trans-Golgi network membrane:Endoplasmic reticulum membrane",1
"Cell membrane:Perikaryon:Cell projection, axon",1
"Golgi apparatus membrane:Golgi apparatus, trans-Golgi network membrane:Plastid, chloroplast",1
"Cell membrane:Nucleus:Nucleus speckle:Nucleus matrix:Cytoplasm, cytoskeleton:Nucleus:Cytoplasm:Cell membrane",1
"Cell membrane:Nucleus:Golgi apparatus, trans-Golgi network:Early endosome",1
Golgi apparatus membrane:Membrane:Nucleus,1
Cell membrane:Nucleus membrane:Cytoplasm:Cytoplasm:Cytoplasm,1
"Golgi apparatus, cis-Golgi network membrane:Cytoplasm:Endosome",1
Cell membrane:Membrane:Nucleus membrane,1
"Golgi apparatus, cis-Golgi network membrane:Cytoplasmic vesicle, COPII-coated vesicle:Endoplasmic reticulum membrane",1
"Golgi apparatus, trans-Golgi network membrane:Golgi apparatus:Nucleus:Cytoplasm, perinuclear region:Membrane, clathrin-coated pit:Cytoplasmic vesicle, clathrin-coated vesicle:Cell projection, filopodium:Cell projection, ruffle membrane:Cell projection, microvillus:Cytoplasm, cytosol",1
"Golgi apparatus, trans-Golgi network membrane:Golgi apparatus:Nucleus:Cytoplasm, perinuclear region:Membrane, clathrin-coated pit:Cytoplasmic vesicle, clathrin-coated vesicle:Cell projection, filopodium:Cell projection, ruffle membrane:Cell projection, microvillus:Cytoplasm, cytosol:Cytoplasmic vesicle, autophagosome:Endosome:Cytoplasmic vesicle, clathrin-coated vesicle membrane:Cytoplasmic vesicle, clathrin-coated vesicle membrane:Cell projection, ruffle membrane",1
"Golgi apparatus, trans-Golgi network membrane:Late endosome membrane",1
"Golgi apparatus, trans-Golgi network membrane:Late endosome:Golgi apparatus membrane:Cytoplasm:Mitochondrion",1
"Golgi apparatus, trans-Golgi network membrane:Lysosome membrane:Cytoplasmic vesicle membrane:Late endosome membrane:Early endosome membrane:Cell membrane",1
"Cell membrane:Membrane:Plastid, chloroplast thylakoid membrane",1
"Golgi apparatus, trans-Golgi network membrane:Membrane raft:Cell projection, dendrite:Presynaptic cell membrane:Synapse, synaptosome:Mitochondrion:Endosome:Endosome membrane:Cytoplasmic vesicle:Membrane:Cell membrane:Perikaryon:Cell projection, neuron projection",1
"Golgi apparatus, trans-Golgi network membrane:Membrane raft:Endosome:Cytoplasmic vesicle:Cell projection, dendrite:Presynaptic cell membrane:Synapse, synaptosome:Mitochondrion:Membrane:Cell membrane:Perikaryon:Cell projection, neuron projection",1
"Cell membrane:Membrane:Perikaryon:Cell projection, neuron projection",1
"Golgi apparatus, trans-Golgi network membrane:Prevacuolar compartment membrane:Cell membrane",1
"Golgi apparatus, trans-Golgi network membrane:Prevacuolar compartment membrane:Vacuole membrane",1
"Cell membrane:Membrane:Perikaryon:Cell projection, growth cone:Membrane, clathrin-coated pit:Early endosome:Cytoplasmic vesicle:Golgi apparatus, trans-Golgi network:Early endosome:Endoplasmic reticulum:Golgi apparatus:Early endosome:Secreted:Cell surface:Nucleus:Cytoplasm",1
"Golgi apparatus, trans-Golgi network membrane:Vacuole membrane",1
"Golgi apparatus, trans-Golgi network:Cell membrane:Cell membrane:Membrane raft:Cytoplasm:Apical cell membrane:Golgi apparatus, trans-Golgi network:Late endosome",1
"Golgi apparatus, trans-Golgi network:Cytoplasm:Cytoplasmic vesicle membrane",1
"Cell membrane:Membrane:Perikaryon:Cell projection, growth cone:Membrane, clathrin-coated pit:Early endosome:Cytoplasmic vesicle:Endoplasmic reticulum:Golgi apparatus:Early endosome:Early endosome:Secreted:Cell surface:Cell surface:Nucleus:Cytoplasm",1
"Golgi apparatus, trans-Golgi network:Cytoplasmic vesicle membrane:Cytoplasm",1
"Golgi apparatus, trans-Golgi network:Cytoplasmic vesicle, clathrin-coated vesicle",1
"Cell membrane:Membrane:Perikaryon:Cell projection, growth cone:Membrane, clathrin-coated pit:Early endosome:Cytoplasmic vesicle:Endoplasmic reticulum:Golgi apparatus:Early endosome:Early endosome:Cell surface:Nucleus:Cytoplasm:Secreted",1
"Cell membrane:Membrane:Perikaryon:Cell projection, axon:Synapse:Synapse, synaptosome:Cell projection, dendrite:Postsynaptic cell membrane:Presynaptic cell membrane:Apical cell membrane:Apical cell membrane:Basolateral cell membrane",1
"Golgi apparatus, trans-Golgi network:Early endosome:Cytoplasmic vesicle membrane",1
"Golgi apparatus, trans-Golgi network:Endosome:Cytoplasmic vesicle, clathrin-coated vesicle",1
"Golgi apparatus, trans-Golgi network:Golgi apparatus, trans-Golgi network membrane:Early endosome:Cytoplasmic vesicle, phagosome:Cytoplasmic vesicle, phagosome membrane",1
"Golgi apparatus, trans-Golgi network:Late endosome:Early endosome",1
Cell membrane:Membrane:Nucleus outer membrane,1
"Golgi apparatus, trans-Golgi network:Membrane:Sarcoplasmic reticulum",1
"Golgi apparatus, trans-Golgi network:Perikaryon:Cytoplasm, perinuclear region",1
"Golgi apparatus, trans-Golgi network membrane:Golgi apparatus, cis-Golgi network membrane:Golgi apparatus, cis-Golgi network membrane",1
"Cytoplasm, cytosol:Cytoplasm:Cytoplasm, cell cortex:Nucleus:Membrane",1
Cell membrane:Membrane:Synapse,1
"Golgi apparatus, trans-Golgi network membrane:Cell membrane:Melanosome membrane:Early endosome membrane:Cell projection, axon:Cell projection, dendrite:Postsynaptic density:Cytoplasm, cytosol:Endoplasmic reticulum",1
"Golgi apparatus, cis-Golgi network membrane:Endoplasmic reticulum membrane:Endoplasmic reticulum membrane",1
"Cell membrane:Myelin membrane:Basolateral cell membrane:Cell projection, dendritic spine membrane:Cell projection, axon",1
Cell membrane:Mitochondrion:Mitochondrion membrane,1
Cell membrane:Mitochondrion:Bud,1
"Golgi apparatus, cis-Golgi network:Cell projection, dendrite:Perikaryon",1
"Golgi apparatus, cis-Golgi network:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole:Cell projection, cilium:Golgi apparatus:Cytoplasmic vesicle, secretory vesicle, acrosome:Cytoplasm",1
"Golgi apparatus, cis-Golgi network:Endoplasmic reticulum-Golgi intermediate compartment",1
"Golgi apparatus, cis-Golgi network:Endoplasmic reticulum:Cytoplasm:Nucleus",1
Cell membrane:Mitochondrion outer membrane:Endomembrane system:Cytoplasm,1
Cell membrane:Mitochondrion membrane:Mitochondrion,1
"Cell membrane:Mitochondrion membrane:Endosome membrane:Recycling endosome membrane:Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane:Cell projection, cilium, flagellum membrane:Basolateral cell membrane:Apical cell membrane",1
"Cell membrane:Mitochondrion membrane:Endosome membrane:Lysosome membrane:Recycling endosome membrane:Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane:Cell projection, cilium, flagellum membrane:Basolateral cell membrane:Apical cell membrane",1
Cell membrane:Mitochondrion matrix:Mitochondrion inner membrane:Mitochondrion outer membrane:Cytoplasm:Mitochondrion,1
"Golgi apparatus, trans-Golgi network membrane:Endosome:Cytoplasm, cytoskeleton, spindle pole:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Midbody, Midbody ring",1
"Golgi apparatus, trans-Golgi network membrane:Cytoplasmic vesicle, secretory vesicle, acrosome",1
"Cell membrane:Mitochondrion inner membrane:Nucleus:Cytoplasm, cytoskeleton:Cell junction, focal adhesion:Cytoplasm, perinuclear region",1
Cell membrane:Mitochondrion inner membrane:Nucleus:Cytoplasm,1
"Golgi apparatus, trans-Golgi network membrane:Early endosome membrane",1
"Golgi apparatus, trans-Golgi network membrane:Early endosome membrane:Cytoplasmic vesicle, clathrin-coated vesicle membrane",1
"Golgi apparatus, trans-Golgi network membrane:Early endosome membrane:Late endosome membrane",1
"Golgi apparatus, trans-Golgi network membrane:Early endosome membrane:Recycling endosome membrane:Cell membrane:Golgi apparatus, trans-Golgi network membrane:Early endosome membrane:Late endosome membrane:Lysosome membrane:Cell membrane:Apical cell membrane:Mitochondrion outer membrane:Extracellular vesicle membrane",1
"Golgi apparatus, trans-Golgi network membrane:Early endosome membrane:Recycling endosome membrane:Late endosome membrane:Lysosome membrane:Apical cell membrane:Mitochondrion outer membrane:Extracellular vesicle membrane",1
"Golgi apparatus, trans-Golgi network membrane:Endosome membrane:Cytoplasm, cytoskeleton",1
"Golgi apparatus, trans-Golgi network membrane:Endosome membrane:Mitochondrion membrane",1
"Golgi apparatus, trans-Golgi network membrane:Endosome membrane:Perikaryon:Cytoplasm, perinuclear region",1
"Cell membrane:Membrane:Synapse, synaptosome",1
Lysosome membrane:Late endosome membrane:Golgi apparatus membrane:Cell membrane,1
"Lysosome membrane:Late endosome:Lysosome:Golgi apparatus:Golgi apparatus membrane:Golgi apparatus, Golgi stack:Golgi apparatus, trans-Golgi network:Cell membrane:Recycling endosome:Membrane raft:Membrane, caveola:Early endosome membrane:Synapse, synaptosome:Late endosome membrane:Cytoplasmic vesicle, autophagosome",1
"Chromosome, centromere:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite:Cytoplasm, cytoskeleton, cilium basal body:Cytoplasmic vesicle, secretory vesicle, acrosome",1
"Cell membrane:Endoplasmic reticulum membrane:Cell junction, focal adhesion:Secreted, extracellular space, extracellular matrix:Microsome membrane:Secreted:Synapse, synaptosome",1
Membrane:Membrane:Membrane:Secreted:Secreted,1
Membrane:Membrane:Mitochondrion inner membrane,1
Membrane:Membrane:Mitochondrion membrane,1
"Membrane:Membrane:Secreted, cell wall:Secreted",1
Membrane:Membrane:Secreted:Secreted:Secreted:Secreted,1
"Cell membrane:Endoplasmic reticulum membrane:Golgi apparatus, trans-Golgi network:Endosome:Lysosome:Secreted:Late endosome:Lysosome",1
"Cell membrane:Endoplasmic reticulum membrane:Golgi apparatus, trans-Golgi network membrane:Lysosome membrane",1
Membrane:Microsome membrane:Endoplasmic reticulum membrane,1
Cell membrane:Endoplasmic reticulum membrane:Golgi apparatus membrane:Nucleus membrane:Endosome:Endosome membrane:Nucleus:Secreted,1
Cell membrane:Endoplasmic reticulum membrane:Golgi apparatus membrane:Nucleus membrane:Endosome:Endosome membrane:Nucleus,1
Cell membrane:Endoplasmic reticulum membrane:Golgi apparatus membrane:Membrane,1
Cell membrane:Endoplasmic reticulum membrane:Golgi apparatus membrane:Early endosome membrane:Late endosome membrane:Cell membrane:Endoplasmic reticulum membrane:Cell membrane:Endoplasmic reticulum membrane:Secreted,1
"Cell membrane:Endoplasmic reticulum membrane:Endoplasmic reticulum-Golgi intermediate compartment membrane:Golgi apparatus, cis-Golgi network membrane:Membrane",1
